4713,0,0,-1.39,0.22,0.57,-0.21,-0.38,-0.24,-1.83,-0.57,0.07,-1.23,0.14,0.33,-1.50,0.17,0.34
4714,0,0,-1.39,0.22,0.57,-0.21,-0.38,-0.24,-1.83,-0.57,0.07,-1.23,0.14,0.33,-1.50,0.17,0.34
4715,0,0,-1.38,0.22,0.57,-0.21,-0.38,-0.25,-1.81,-0.56,0.07,-1.23,0.14,0.33,-1.50,0.17,0.34
4716,0,0,-1.38,0.22,0.58,-0.20,-0.38,-0.25,-1.80,-0.56,0.07,-1.23,0.15,0.32,-1.49,0.18,0.33
4717,0,0,-1.38,0.22,0.58,-0.20,-0.38,-0.25,-1.78,-0.55,0.07,-1.23,0.15,0.32,-1.48,0.19,0.32
4718,0,0,-1.38,0.22,0.58,-0.19,-0.38,-0.26,-1.75,-0.54,0.07,-1.23,0.16,0.32,-1.48,0.20,0.32
4719,0,0,-1.38,0.22,0.59,-0.18,-0.38,-0.27,-1.73,-0.53,0.07,-1.23,0.17,0.31,-1.47,0.21,0.31
4720,0,0,-1.38,0.22,0.59,-0.17,-0.38,-0.27,-1.70,-0.51,0.07,-1.23,0.18,0.31,-1.46,0.23,0.32
4721,0,0,-1.38,0.22,0.59,-0.16,-0.38,-0.28,-1.67,-0.49,0.07,-1.23,0.19,0.31,-1.46,0.26,0.32
4722,0,0,-1.38,0.22,0.60,-0.14,-0.38,-0.29,-1.64,-0.48,0.07,-1.23,0.21,0.31,-1.45,0.28,0.33
4723,0,0,-1.38,0.22,0.61,-0.13,-0.38,-0.30,-1.61,-0.47,0.07,-1.23,0.22,0.32,-1.44,0.30,0.34
4724,0,0,-1.38,0.22,0.61,-0.12,-0.38,-0.30,-1.58,-0.45,0.07,-1.23,0.24,0.33,-1.42,0.33,0.36
4725,0,0,-1.38,0.22,0.62,-0.10,-0.38,-0.31,-1.56,-0.43,0.07,-1.23,0.26,0.34,-1.40,0.34,0.38
4726,0,0,-1.38,0.22,0.63,-0.09,-0.37,-0.32,-1.54,-0.42,0.07,-1.23,0.27,0.35,-1.39,0.36,0.41
4727,0,0,-1.38,0.22,0.63,-0.08,-0.37,-0.33,-1.52,-0.40,0.07,-1.23,0.27,0.37,-1.37,0.37,0.43
4728,0,0,-1.39,0.22,0.64,-0.07,-0.36,-0.34,-1.51,-0.39,0.07,-1.23,0.27,0.38,-1.36,0.38,0.46
4729,0,0,-1.39,0.22,0.65,-0.06,-0.35,-0.35,-1.50,-0.37,0.07,-1.23,0.27,0.40,-1.36,0.38,0.47
4730,0,0,-1.40,0.21,0.65,-0.06,-0.35,-0.36,-1.49,-0.35,0.07,-1.23,0.26,0.41,-1.37,0.38,0.48
4731,0,0,-1.40,0.21,0.66,-0.05,-0.34,-0.36,-1.49,-0.34,0.07,-1.23,0.25,0.43,-1.39,0.38,0.49
4732,0,0,-1.41,0.21,0.67,-0.05,-0.33,-0.37,-1.49,-0.33,0.07,-1.22,0.23,0.44,-1.41,0.37,0.49
4733,0,0,-1.41,0.21,0.67,-0.04,-0.33,-0.37,-1.49,-0.32,0.07,-1.21,0.21,0.46,-1.43,0.35,0.49
4734,0,0,-1.42,0.20,0.68,-0.04,-0.33,-0.38,-1.49,-0.32,0.07,-1.20,0.20,0.47,-1.45,0.34,0.49
4735,0,0,-1.42,0.20,0.68,-0.04,-0.32,-0.38,-1.49,-0.32,0.07,-1.20,0.19,0.49,-1.46,0.32,0.49
